协议编号,借据编号,还款期数,还款日期,实还利息,实还本金,还款金额,还款标志
120627451619,109,1,2018-06-05,9737.00,115916.67,125653.67,1
120627451619,109,2,2018-07-05,8925.58,115916.67,124842.25,1
120627451619,109,3,2018-08-05,8114.17,115916.67,124030.83,1
120627451619,109,4,2018-09-05,7302.75,115916.67,123219.42,1
120627451619,109,5,2018-10-05,6491.33,115916.67,122408.00,1
120627451619,109,6,2018-11-05,5679.92,115916.67,121596.58,1
120627451619,109,7,2018-12-05,4868.50,115916.67,120785.17,1
230786911894,103,1,2018-04-14,7938.00,0.00,7938.00,1
230786911894,103,2,2018-05-14,7938.00,0.00,7938.00,1
230786911894,103,3,2018-06-14,7938.00,0.00,7938.00,1
230786911894,103,4,2018-07-14,7938.00,0.00,7938.00,1
230786911894,103,5,2018-08-14,7938.00,0.00,7938.00,1
230786911894,103,6,2018-09-14,7938.00,0.00,7938.00,1
230786911894,103,7,2018-10-14,7938.00,0.00,7938.00,1
230786911894,103,8,2018-11-14,7938.00,0.00,7938.00,1
230786911894,103,9,2018-12-14,7938.00,0.00,7938.00,1
250582703086,104,1,2018-05-10,5064.00,0.00,5064.00,1
250582703086,104,2,2018-06-10,5064.00,0.00,5064.00,1
250582703086,104,3,2018-07-10,5064.00,844000.00,849064.00,1
151144224402,104,1,2018-05-07,5551.00,0.00,5551.00,1
151144224402,104,2,2018-06-07,5551.00,0.00,5551.00,1
151144224402,104,3,2018-07-07,5551.00,0.00,5551.00,1
151144224402,104,4,2018-08-07,5551.00,0.00,5551.00,1
151144224402,104,5,2018-09-07,5551.00,0.00,5551.00,1
151144224402,104,6,2018-10-07,5551.00,793000.00,798551.00,1
231753938721,102,1,2018-04-17,1773.00,7390.46,9163.46,1
231753938721,102,2,2018-05-17,1706.49,7456.97,9163.46,1
231753938721,102,3,2018-06-17,1639.37,7524.09,9163.46,1
231753938721,102,4,2018-07-17,1571.66,7591.80,9163.46,1
120895367640,114,1,2018-05-07,174.00,0.00,174.00,1
120895367640,114,2,2018-06-07,174.00,0.00,174.00,1
120895367640,114,3,2018-07-07,174.00,0.00,174.00,1
120895367640,114,4,2018-08-07,174.00,0.00,174.00,1
120895367640,114,5,2018-09-07,174.00,0.00,174.00,1
410071781027,107,1,2018-02-12,120.00,777.27,897.27,1
410071781027,107,2,2018-03-12,115.34,781.93,897.27,1
410071781027,107,3,2018-04-12,110.64,786.63,897.27,1
410071781027,107,4,2018-05-12,105.93,791.34,897.27,1
410071781027,107,5,2018-06-12,101.18,796.09,897.27,1
111705434393,101,1,2018-05-15,15228.00,564000.00,579228.00,1
111705434393,101,2,2018-06-15,10152.00,564000.00,574152.00,1
111705434393,101,3,2018-07-15,5076.00,564000.00,569076.00,1
300992741844,120,1,2018-03-18,252.00,0.00,252.00,1
300992741844,120,2,2018-04-18,252.00,0.00,252.00,1
300992741844,120,3,2018-05-18,252.00,0.00,252.00,1
300992741844,120,4,2018-06-18,252.00,0.00,252.00,1
300992741844,120,5,2018-07-18,252.00,0.00,252.00,1
300992741844,120,6,2018-08-18,252.00,28000.00,28252.00,1
231913570595,106,1,2018-04-15,28014.00,0.00,28014.00,1
231913570595,106,2,2018-05-15,28014.00,0.00,28014.00,1
231913570595,106,3,2018-06-15,28014.00,0.00,28014.00,1
231913570595,106,4,2018-07-15,28014.00,0.00,28014.00,1
251110833269,116,1,2018-08-01,19410.00,153045.50,172455.50,1
251110833269,116,2,2018-09-01,17879.55,154575.95,172455.50,1
251110833269,116,3,2018-10-01,16333.79,156121.71,172455.50,1
251110833269,116,4,2018-11-01,14772.57,157682.93,172455.50,1
251110833269,116,5,2018-12-01,13195.74,159259.76,172455.50,1
210798033073,117,1,2018-02-28,2569.00,0.00,2569.00,1
210798033073,117,2,2018-03-29,2569.00,0.00,2569.00,1
210798033073,117,3,2018-04-29,2569.00,0.00,2569.00,1
210798033073,117,4,2018-05-29,2569.00,0.00,2569.00,1
210798033073,117,5,2018-06-29,2569.00,0.00,2569.00,1
210798033073,117,6,2018-07-29,2569.00,0.00,2569.00,1
210798033073,117,7,2018-08-29,2569.00,0.00,2569.00,1
091200529627,112,1,2018-06-16,12929.00,302490.09,315419.09,1
091200529627,112,2,2018-07-16,10811.57,304607.52,315419.09,1
091200529627,112,3,2018-08-16,8679.32,306739.77,315419.09,1
091200529627,112,4,2018-09-16,6532.14,308886.95,315419.09,1
191399653674,102,1,2018-06-12,3288.00,22833.33,26121.33,1
191399653674,102,2,2018-07-12,3151.00,22833.33,25984.33,1
191399653674,102,3,2018-08-12,3014.00,22833.33,25847.33,1
191399653674,102,4,2018-09-12,2877.00,22833.33,25710.33,1
191399653674,102,5,2018-10-12,2740.00,22833.33,25573.33,1
191399653674,102,6,2018-11-12,2603.00,22833.33,25436.33,1
191399653674,102,7,2018-12-12,2466.00,22833.33,25299.33,1
430199779433,102,1,2018-03-12,1476.00,0.00,1476.00,1
430199779433,102,2,2018-04-12,1476.00,0.00,1476.00,1
430199779433,102,3,2018-05-12,1476.00,0.00,1476.00,1
430199779433,102,4,2018-06-12,1476.00,0.00,1476.00,1
230521563439,109,1,2018-05-07,20468.00,0.00,20468.00,1
230521563439,109,2,2018-06-07,20468.00,0.00,20468.00,1
230521563439,109,3,2018-07-07,20468.00,0.00,20468.00,1
230521563439,109,4,2018-08-07,20468.00,0.00,20468.00,1
230521563439,109,5,2018-09-07,20468.00,0.00,20468.00,1
230521563439,109,6,2018-10-07,20468.00,0.00,20468.00,1
260543308325,115,1,2018-08-20,336.00,4514.66,4850.66,1
260543308325,115,2,2018-09-20,308.91,4541.75,4850.66,1
260543308325,115,3,2018-10-20,281.66,4569.00,4850.66,1
260543308325,115,4,2018-11-20,254.25,4596.41,4850.66,1
260543308325,115,5,2018-12-20,226.67,4623.99,4850.66,1
071571886094,108,1,2018-06-01,1390.00,5791.67,7181.67,1
071571886094,108,2,2018-07-01,1332.08,5791.67,7123.75,1
071571886094,108,3,2018-08-01,1274.17,5791.67,7065.83,1
071571886094,108,4,2018-09-01,1216.25,5791.67,7007.92,1
071571886094,108,5,2018-10-01,1158.33,5791.67,6950.00,1
071571886094,108,6,2018-11-01,1100.42,5791.67,6892.08,1
071571886094,108,7,2018-12-01,1042.50,5791.67,6834.17,1
111682148827,119,1,2018-03-22,228.00,12590.97,12818.97,1
161128499083,107,1,2018-06-23,696.00,0.00,696.00,1
161128499083,107,2,2018-07-23,696.00,0.00,696.00,1
161128499083,107,3,2018-08-23,696.00,0.00,696.00,1
161128499083,107,4,2018-09-23,696.00,0.00,696.00,1
161128499083,107,5,2018-10-23,696.00,0.00,696.00,1
010229937768,113,1,2018-05-18,4578.00,109000.00,113578.00,1
010229937768,113,2,2018-06-18,3815.00,109000.00,112815.00,1
010229937768,113,3,2018-07-18,3052.00,109000.00,112052.00,1
010229937768,113,4,2018-08-18,2289.00,109000.00,111289.00,1
010229937768,113,5,2018-09-18,1526.00,109000.00,110526.00,1
010229937768,113,6,2018-10-18,763.00,109000.00,109763.00,1
410092191978,118,1,2018-05-10,690.00,3517.76,4207.76,1
410092191978,118,2,2018-06-10,654.82,3552.94,4207.76,1
410092191978,118,3,2018-07-10,619.29,3588.47,4207.76,1
410092191978,118,4,2018-08-10,583.41,3624.35,4207.76,1
410092191978,118,5,2018-09-10,547.16,3660.60,4207.76,1
070962457357,102,1,2018-08-23,2768.00,28833.33,31601.33,1
070962457357,102,2,2018-09-23,2537.33,28833.33,31370.67,1
070962457357,102,3,2018-10-23,2306.67,28833.33,31140.00,1
070962457357,102,4,2018-11-23,2076.00,28833.33,30909.33,1
070962457357,102,5,2018-12-23,1845.33,28833.33,30678.67,1
130319119506,107,1,2018-08-19,1870.00,0.00,1870.00,1
130319119506,107,2,2018-09-19,1870.00,0.00,1870.00,1
251506121541,108,1,2018-06-08,5775.00,0.00,5775.00,1
251506121541,108,2,2018-07-08,5775.00,0.00,5775.00,1
251506121541,108,3,2018-08-08,5775.00,0.00,5775.00,1
251506121541,108,4,2018-09-08,5775.00,0.00,5775.00,1
090999640347,113,1,2018-04-30,276.00,7552.47,7828.47,1
090999640347,113,2,2018-05-31,230.69,7597.78,7828.47,1
090999640347,113,3,2018-06-30,185.10,7643.37,7828.47,1
090999640347,113,4,2018-07-31,139.24,7689.23,7828.47,1
260493635612,120,1,2018-04-22,2060.00,0.00,2060.00,1
121186585669,113,1,2018-05-07,12012.00,0.00,12012.00,1
030272785378,110,1,2018-08-04,238.00,1305.94,1543.94,1
030272785378,110,2,2018-09-04,228.86,1315.08,1543.94,1
030272785378,110,3,2018-10-04,219.65,1324.29,1543.94,1
030272785378,110,4,2018-11-04,210.38,1333.56,1543.94,1
030272785378,110,5,2018-12-04,201.05,1342.89,1543.94,1
091257479328,114,1,2018-03-16,1043.00,0.00,1043.00,1
091257479328,114,2,2018-04-16,1043.00,0.00,1043.00,1
091257479328,114,3,2018-05-16,1043.00,0.00,1043.00,1
091257479328,114,4,2018-06-16,1043.00,0.00,1043.00,1
091257479328,114,5,2018-07-16,1043.00,0.00,1043.00,1
091257479328,114,6,2018-08-16,1043.00,149000.00,150043.00,1
080902168713,108,1,2018-06-10,240.00,1000.00,1240.00,1
080902168713,108,2,2018-07-10,230.00,1000.00,1230.00,1
080902168713,108,3,2018-08-10,220.00,1000.00,1220.00,1
180545017838,107,1,2018-02-27,2170.00,18083.33,20253.33,1
180545017838,107,2,2018-03-27,1989.17,18083.33,20072.50,1
180545017838,107,3,2018-04-27,1808.33,18083.33,19891.67,1
180545017838,107,4,2018-05-27,1627.50,18083.33,19710.83,1
180545017838,107,5,2018-06-27,1446.67,18083.33,19530.00,1
180545017838,107,6,2018-07-27,1265.83,18083.33,19349.17,1
180545017838,107,7,2018-08-27,1085.00,18083.33,19168.33,1
180545017838,107,8,2018-09-27,904.17,18083.33,18987.50,1
180545017838,107,9,2018-10-27,723.33,18083.33,18806.67,1
180545017838,107,10,2018-11-27,542.50,18083.33,18625.83,1
190990766092,106,1,2018-08-04,5967.00,108039.74,114006.74,1
190990766092,106,2,2018-09-04,4994.64,109012.10,114006.74,1
190990766092,106,3,2018-10-04,4013.53,109993.21,114006.74,1
190990766092,106,4,2018-11-04,3023.59,110983.15,114006.74,1
110398372936,107,1,2018-07-10,616.00,12579.05,13195.05,1
110398372936,107,2,2018-08-10,515.37,12679.68,13195.05,1
110398372936,107,3,2018-09-10,413.93,12781.12,13195.05,1
271174562879,114,1,2018-07-08,2240.00,53333.33,55573.33,1
271174562879,114,2,2018-08-08,1866.67,53333.33,55200.00,1
271174562879,114,3,2018-09-08,1493.33,53333.33,54826.67,1
271174562879,114,4,2018-10-08,1120.00,53333.33,54453.33,1
271174562879,114,5,2018-11-08,746.67,53333.33,54080.00,1
271174562879,114,6,2018-12-08,373.33,53333.33,53706.67,1
161252564576,103,1,2018-08-30,35070.00,194833.33,229903.33,1
161252564576,103,2,2018-09-30,33121.67,194833.33,227955.00,1
161252564576,103,3,2018-10-30,31173.33,194833.33,226006.67,1
161252564576,103,4,2018-11-30,29225.00,194833.33,224058.33,1
161252564576,103,5,2018-12-30,27276.67,194833.33,222110.00,1
071214064911,110,1,2018-04-24,495.00,18333.33,18828.33,1
071214064911,110,2,2018-05-24,330.00,18333.33,18663.33,1
071214064911,110,3,2018-06-24,165.00,18333.33,18498.33,1
191113651403,108,1,2018-05-30,9120.00,0.00,9120.00,1
191113651403,108,2,2018-06-30,9120.00,0.00,9120.00,1
191113651403,108,3,2018-07-30,9120.00,0.00,9120.00,1
191113651403,108,4,2018-08-30,9120.00,0.00,9120.00,1
191113651403,108,5,2018-09-30,9120.00,0.00,9120.00,1
191113651403,108,6,2018-10-30,9120.00,0.00,9120.00,1
191113651403,108,7,2018-11-30,9120.00,0.00,9120.00,1
191113651403,108,8,2018-12-30,9120.00,0.00,9120.00,1
231047217227,112,1,2018-05-03,4460.00,0.00,4460.00,1
231455284646,119,1,2018-07-14,48.00,0.00,48.00,1
231455284646,119,2,2018-08-14,48.00,0.00,48.00,1
231455284646,119,3,2018-09-14,48.00,0.00,48.00,1
231455284646,119,4,2018-10-14,48.00,0.00,48.00,1
231455284646,119,5,2018-11-14,48.00,0.00,48.00,1
231455284646,119,6,2018-12-14,48.00,8000.00,8048.00,1
131179069499,117,1,2018-07-22,96.00,0.00,96.00,1
060343161626,110,1,2018-03-28,1044.00,6762.21,7806.21,1
060343161626,110,2,2018-04-28,1003.43,6802.78,7806.21,1
060343161626,110,3,2018-05-28,962.61,6843.60,7806.21,1
060343161626,110,4,2018-06-28,921.55,6884.66,7806.21,1
060343161626,110,5,2018-07-28,880.24,6925.97,7806.21,1
060343161626,110,6,2018-08-28,838.68,6967.53,7806.21,1
060343161626,110,7,2018-09-28,796.88,7009.33,7806.21,1
060343161626,110,8,2018-10-28,754.82,7051.39,7806.21,1
060343161626,110,9,2018-11-28,712.51,7093.70,7806.21,1
060343161626,110,10,2018-12-28,669.95,7136.26,7806.21,1
070960770150,118,1,2018-05-04,1008.00,28000.00,29008.00,1
070960770150,118,2,2018-06-04,840.00,28000.00,28840.00,1
070960770150,118,3,2018-07-04,672.00,28000.00,28672.00,1
150831238736,114,1,2018-02-06,4616.00,0.00,4616.00,1
150831238736,114,2,2018-03-06,4616.00,0.00,4616.00,1
150831238736,114,3,2018-04-06,4616.00,0.00,4616.00,1
150831238736,114,4,2018-05-06,4616.00,0.00,4616.00,1
150831238736,114,5,2018-06-06,4616.00,0.00,4616.00,1
150831238736,114,6,2018-07-06,4616.00,0.00,4616.00,1
150831238736,114,7,2018-08-06,4616.00,0.00,4616.00,1
150831238736,114,8,2018-09-06,4616.00,0.00,4616.00,1
150831238736,114,9,2018-10-06,4616.00,0.00,4616.00,1
150831238736,114,10,2018-11-06,4616.00,0.00,4616.00,1
150831238736,114,11,2018-12-06,4616.00,0.00,4616.00,1
231585467967,108,1,2018-06-04,2058.00,48149.48,50207.48,1
231585467967,108,2,2018-07-04,1720.95,48486.53,50207.48,1
250200357437,111,1,2018-07-10,12460.00,589199.31,601659.31,1
180346633304,117,1,2018-02-15,16037.00,763666.67,779703.67,1
180346633304,117,2,2018-03-15,10691.33,763666.67,774358.00,1
180346633304,117,3,2018-04-15,5345.67,763666.67,769012.33,1
450025792001,112,1,2018-07-13,504.00,3268.00,3772.00,1
450025792001,112,2,2018-08-13,477.86,3294.14,3772.00,1
450025792001,112,3,2018-09-13,451.50,3320.50,3772.00,1
450025792001,112,4,2018-10-13,424.94,3347.06,3772.00,1
450025792001,112,5,2018-11-13,398.16,3373.84,3772.00,1
450025792001,112,6,2018-12-13,371.17,3400.83,3772.00,1
230701710965,107,1,2018-04-05,12082.00,0.00,12082.00,1
230701710965,107,2,2018-05-05,12082.00,0.00,12082.00,1
230701710965,107,3,2018-06-05,12082.00,0.00,12082.00,1
230701710965,107,4,2018-07-05,12082.00,0.00,12082.00,1
230701710965,107,5,2018-08-05,12082.00,0.00,12082.00,1
230701710965,107,6,2018-09-05,12082.00,0.00,12082.00,1
230701710965,107,7,2018-10-05,12082.00,0.00,12082.00,1
230701710965,107,8,2018-11-05,12082.00,0.00,12082.00,1
230701710965,107,9,2018-12-05,12082.00,0.00,12082.00,1
140779890605,106,1,2018-02-27,200.00,0.00,200.00,1
140779890605,106,2,2018-03-27,200.00,0.00,200.00,1
140779890605,106,3,2018-04-27,200.00,0.00,200.00,1
140779890605,106,4,2018-05-27,200.00,0.00,200.00,1
140779890605,106,5,2018-06-27,200.00,0.00,200.00,1
140779890605,106,6,2018-07-27,200.00,0.00,200.00,1
140779890605,106,7,2018-08-27,200.00,0.00,200.00,1
140779890605,106,8,2018-09-27,200.00,0.00,200.00,1
140779890605,106,9,2018-10-27,200.00,0.00,200.00,1
140779890605,106,10,2018-11-27,200.00,0.00,200.00,1
140779890605,106,11,2018-12-27,200.00,0.00,200.00,1
360261541401,101,1,2018-08-03,24052.00,0.00,24052.00,1
360261541401,101,2,2018-09-03,24052.00,0.00,24052.00,1
360261541401,101,3,2018-10-03,24052.00,0.00,24052.00,1
360261541401,101,4,2018-11-03,24052.00,0.00,24052.00,1
360261541401,101,5,2018-12-03,24052.00,0.00,24052.00,1
301130148954,114,1,2018-04-09,440.00,14666.67,15106.67,1
301130148954,114,2,2018-05-09,293.33,14666.67,14960.00,1
301130148954,114,3,2018-06-09,146.67,14666.67,14813.33,1
120242166318,112,1,2018-07-30,240.00,2500.00,2740.00,1
120242166318,112,2,2018-08-30,220.00,2500.00,2720.00,1
120242166318,112,3,2018-09-30,200.00,2500.00,2700.00,1
120242166318,112,4,2018-10-30,180.00,2500.00,2680.00,1
120242166318,112,5,2018-11-30,160.00,2500.00,2660.00,1
120242166318,112,6,2018-12-30,140.00,2500.00,2640.00,1
460021991917,102,1,2018-08-28,105.00,0.00,105.00,1
190633617721,104,1,2018-06-21,2637.00,0.00,2637.00,1
190633617721,104,2,2018-07-21,2637.00,0.00,2637.00,1
190633617721,104,3,2018-08-21,2637.00,0.00,2637.00,1
190633617721,104,4,2018-09-21,2637.00,0.00,2637.00,1
190633617721,104,5,2018-10-21,2637.00,0.00,2637.00,1
190633617721,104,6,2018-11-21,2637.00,0.00,2637.00,1
190633617721,104,7,2018-12-21,2637.00,0.00,2637.00,1
060343783399,117,1,2018-04-30,18445.00,219583.33,238028.33,1
060343783399,117,2,2018-05-30,16907.92,219583.33,236491.25,1
060343783399,117,3,2018-06-30,15370.83,219583.33,234954.17,1
060343783399,117,4,2018-07-30,13833.75,219583.33,233417.08,1
060343783399,117,5,2018-08-30,12296.67,219583.33,231880.00,1
060343783399,117,6,2018-09-30,10759.58,219583.33,230342.92,1
060343783399,117,7,2018-10-30,9222.50,219583.33,228805.83,1
060343783399,117,8,2018-11-30,7685.42,219583.33,227268.75,1
060343783399,117,9,2018-12-30,6148.33,219583.33,225731.67,1
080326320817,110,1,2018-08-19,100.00,3333.33,3433.33,1
080326320817,110,2,2018-09-19,66.67,3333.33,3400.00,1
080326320817,110,3,2018-10-19,33.33,3333.33,3366.67,1
150547564014,109,1,2018-03-07,1080.00,22500.00,23580.00,1
150547564014,109,2,2018-04-07,900.00,22500.00,23400.00,1
150547564014,109,3,2018-05-07,720.00,22500.00,23220.00,1
150547564014,109,4,2018-06-07,540.00,22500.00,23040.00,1
150547564014,109,5,2018-07-07,360.00,22500.00,22860.00,1
020029983455,116,1,2018-08-30,17570.00,138537.32,156107.32,1
020029983455,116,2,2018-09-30,16184.63,139922.69,156107.32,1
020029983455,116,3,2018-10-30,14785.40,141321.92,156107.32,1
020029983455,116,4,2018-11-30,13372.18,142735.14,156107.32,1
020029983455,116,5,2018-12-30,11944.83,144162.49,156107.32,1
211069283819,107,1,2018-02-12,708.00,6227.55,6935.55,1
211069283819,107,2,2018-03-12,670.63,6264.92,6935.55,1
211069283819,107,3,2018-04-12,633.05,6302.50,6935.55,1
211069283819,107,4,2018-05-12,595.23,6340.32,6935.55,1
211069283819,107,5,2018-06-12,557.19,6378.36,6935.55,1
201356513304,106,1,2018-04-30,56.00,0.00,56.00,1
201356513304,106,2,2018-05-30,56.00,0.00,56.00,1
201356513304,106,3,2018-06-30,56.00,0.00,56.00,1
201356513304,106,4,2018-07-30,56.00,0.00,56.00,1
201356513304,106,5,2018-08-30,56.00,0.00,56.00,1
160853123301,111,1,2018-04-19,6447.00,73839.78,80286.78,1
160853123301,111,2,2018-05-19,5930.12,74356.66,80286.78,1
160853123301,111,3,2018-06-19,5409.62,74877.16,80286.78,1
160853123301,111,4,2018-07-19,4885.48,75401.30,80286.78,1
160853123301,111,5,2018-08-19,4357.68,75929.10,80286.78,1
160853123301,111,6,2018-09-19,3826.17,76460.61,80286.78,1
160853123301,111,7,2018-10-19,3290.95,76995.83,80286.78,1
160853123301,111,8,2018-11-19,2751.98,77534.80,80286.78,1
160853123301,111,9,2018-12-19,2209.23,78077.55,80286.78,1
051148393569,118,1,2018-06-02,3479.00,27611.11,31090.11,1
160208125668,113,1,2018-02-19,420.00,0.00,420.00,1
160208125668,113,2,2018-03-19,420.00,0.00,420.00,1
160208125668,113,3,2018-04-19,420.00,70000.00,70420.00,1
430155137487,106,1,2018-03-19,10764.00,0.00,10764.00,1
430155137487,106,2,2018-04-19,10764.00,0.00,10764.00,1
430155137487,106,3,2018-05-19,10764.00,0.00,10764.00,1
140549895207,112,1,2018-06-29,70.00,833.33,903.33,1
150287700481,110,1,2018-05-05,6419.00,0.00,6419.00,1
150287700481,110,2,2018-06-05,6419.00,0.00,6419.00,1
150287700481,110,3,2018-07-05,6419.00,0.00,6419.00,1
150287700481,110,4,2018-08-05,6419.00,0.00,6419.00,1
150287700481,110,5,2018-09-05,6419.00,0.00,6419.00,1
150287700481,110,6,2018-10-05,6419.00,917000.00,923419.00,1
200356950459,104,1,2018-06-10,232.00,1208.33,1440.33,1
200356950459,104,2,2018-07-10,222.33,1208.33,1430.67,1
150445906760,104,1,2018-04-17,500.00,2083.33,2583.33,1
091065703821,113,1,2018-07-09,12510.00,69500.00,82010.00,1
091065703821,113,2,2018-08-09,11815.00,69500.00,81315.00,1
091065703821,113,3,2018-09-09,11120.00,69500.00,80620.00,1
091065703821,113,4,2018-10-09,10425.00,69500.00,79925.00,1
091065703821,113,5,2018-11-09,9730.00,69500.00,79230.00,1
091065703821,113,6,2018-12-09,9035.00,69500.00,78535.00,1
050223375788,108,1,2018-08-23,294.00,4083.33,4377.33,1
050223375788,108,2,2018-09-23,269.50,4083.33,4352.83,1
050223375788,108,3,2018-10-23,245.00,4083.33,4328.33,1
050223375788,108,4,2018-11-23,220.50,4083.33,4303.83,1
050223375788,108,5,2018-12-23,196.00,4083.33,4279.33,1
071462537360,118,1,2018-07-25,4570.00,0.00,4570.00,1
071462537360,118,2,2018-08-25,4570.00,0.00,4570.00,1
071462537360,118,3,2018-09-25,4570.00,0.00,4570.00,1
071462537360,118,4,2018-10-25,4570.00,0.00,4570.00,1
071462537360,118,5,2018-11-25,4570.00,0.00,4570.00,1
071462537360,118,6,2018-12-25,4570.00,457000.00,461570.00,1
070448145116,120,1,2018-06-30,290.00,1208.33,1498.33,1
070448145116,120,2,2018-07-31,277.92,1208.33,1486.25,1
070448145116,120,3,2018-08-31,265.83,1208.33,1474.17,1
070448145116,120,4,2018-09-30,253.75,1208.33,1462.08,1
070448145116,120,5,2018-10-31,241.67,1208.33,1450.00,1
070448145116,120,6,2018-11-30,229.58,1208.33,1437.92,1
150948216587,105,1,2018-04-30,19326.00,178944.44,198270.44,1
150948216587,105,2,2018-05-31,18252.33,178944.44,197196.78,1
131108650801,103,1,2018-05-09,300.00,0.00,300.00,1
131108650801,103,2,2018-06-09,300.00,0.00,300.00,1
130234539818,109,1,2018-05-14,322.00,0.00,322.00,1
060209577716,101,1,2018-02-22,306.00,0.00,306.00,1
060209577716,101,2,2018-03-22,306.00,0.00,306.00,1
060209577716,101,3,2018-04-22,306.00,0.00,306.00,1
300895203167,110,1,2018-02-28,128.00,2613.83,2741.83,1
300895203167,110,2,2018-03-28,107.09,2634.74,2741.83,1
300895203167,110,3,2018-04-28,86.01,2655.82,2741.83,1
300895203167,110,4,2018-05-28,64.76,2677.07,2741.83,1
230258020779,106,1,2018-07-24,216.00,11928.29,12144.29,1
300994758037,101,1,2018-07-22,333.00,1541.67,1874.67,1
300994758037,101,2,2018-08-22,319.12,1541.67,1860.79,1
300994758037,101,3,2018-09-22,305.25,1541.67,1846.92,1
300994758037,101,4,2018-10-22,291.38,1541.67,1833.04,1
300994758037,101,5,2018-11-22,277.50,1541.67,1819.17,1
300994758037,101,6,2018-12-22,263.62,1541.67,1805.29,1
150224290304,102,1,2018-08-18,5516.00,65666.67,71182.67,1
150224290304,102,2,2018-09-18,5056.33,65666.67,70723.00,1
150224290304,102,3,2018-10-18,4596.67,65666.67,70263.33,1
150224290304,102,4,2018-11-18,4137.00,65666.67,69803.67,1
040298323297,117,1,2018-06-07,72.00,466.86,538.86,1
040298323297,117,2,2018-07-07,68.27,470.59,538.86,1
040298323297,117,3,2018-08-07,64.50,474.36,538.86,1
040298323297,117,4,2018-09-07,60.71,478.15,538.86,1
040298323297,117,5,2018-10-07,56.88,481.98,538.86,1
040298323297,117,6,2018-11-07,53.02,485.84,538.86,1
040298323297,117,7,2018-12-07,49.14,489.72,538.86,1
301460083664,118,1,2018-07-11,7515.00,66205.81,73720.81,1
301460083664,118,2,2018-08-11,6919.15,66801.66,73720.81,1
301460083664,118,3,2018-09-11,6317.93,67402.88,73720.81,1
301460083664,118,4,2018-10-11,5711.31,68009.50,73720.81,1
301460083664,118,5,2018-11-11,5099.22,68621.59,73720.81,1
301460083664,118,6,2018-12-11,4481.63,69239.18,73720.81,1
180916935483,111,1,2018-06-09,2112.00,0.00,2112.00,1
180916935483,111,2,2018-07-09,2112.00,0.00,2112.00,1
240742060329,100,1,2018-05-19,120.00,666.67,786.67,1
240742060329,100,2,2018-06-19,113.33,666.67,780.00,1
240742060329,100,3,2018-07-19,106.67,666.67,773.33,1
240742060329,100,4,2018-08-19,100.00,666.67,766.67,1
240742060329,100,5,2018-09-19,93.33,666.67,760.00,1
240742060329,100,6,2018-10-19,86.67,666.67,753.33,1
240742060329,100,7,2018-11-19,80.00,666.67,746.67,1
240742060329,100,8,2018-12-19,73.33,666.67,740.00,1
090456071463,106,1,2018-04-30,370.00,0.00,370.00,1
090456071463,106,2,2018-05-31,370.00,0.00,370.00,1
090456071463,106,3,2018-06-30,370.00,0.00,370.00,1
090456071463,106,4,2018-07-31,370.00,0.00,370.00,1
090456071463,106,5,2018-08-31,370.00,0.00,370.00,1
090456071463,106,6,2018-09-30,370.00,0.00,370.00,1
090456071463,106,7,2018-10-31,370.00,0.00,370.00,1
090456071463,106,8,2018-11-30,370.00,0.00,370.00,1
310032765994,109,1,2018-08-11,1686.00,0.00,1686.00,1
251354084327,119,1,2018-02-11,30.00,833.33,863.33,1
251354084327,119,2,2018-03-11,25.00,833.33,858.33,1
251354084327,119,3,2018-04-11,20.00,833.33,853.33,1
251354084327,119,4,2018-05-11,15.00,833.33,848.33,1
251354084327,119,5,2018-06-11,10.00,833.33,843.33,1
251354084327,119,6,2018-07-11,5.00,833.33,838.33,1
091418050071,119,1,2018-07-20,8920.00,0.00,8920.00,1
450085356248,109,1,2018-08-26,40.00,416.67,456.67,1
450085356248,109,2,2018-09-26,36.67,416.67,453.33,1
450085356248,109,3,2018-10-26,33.33,416.67,450.00,1
450085356248,109,4,2018-11-26,30.00,416.67,446.67,1
450085356248,109,5,2018-12-26,26.67,416.67,443.33,1
200713599383,116,1,2018-03-23,198.00,1833.33,2031.33,1
200713599383,116,2,2018-04-23,181.50,1833.33,2014.83,1
200713599383,116,3,2018-05-23,165.00,1833.33,1998.33,1
200713599383,116,4,2018-06-23,148.50,1833.33,1981.83,1
200713599383,116,5,2018-07-23,132.00,1833.33,1965.33,1
200713599383,116,6,2018-08-23,115.50,1833.33,1948.83,1
200713599383,116,7,2018-09-23,99.00,1833.33,1932.33,1
200713599383,116,8,2018-10-23,82.50,1833.33,1915.83,1
200713599383,116,9,2018-11-23,66.00,1833.33,1899.33,1
200713599383,116,10,2018-12-23,49.50,1833.33,1882.83,1
190264774246,102,1,2018-05-08,90.00,3000.00,3090.00,1
190264774246,102,2,2018-06-08,60.00,3000.00,3060.00,1
190264774246,102,3,2018-07-08,30.00,3000.00,3030.00,1
301420968902,104,1,2018-07-11,2456.00,51166.67,53622.67,1
301420968902,104,2,2018-08-11,2046.67,51166.67,53213.33,1
301420968902,104,3,2018-09-11,1637.33,51166.67,52804.00,1
301420968902,104,4,2018-10-11,1228.00,51166.67,52394.67,1
301420968902,104,5,2018-11-11,818.67,51166.67,51985.33,1
301420968902,104,6,2018-12-11,409.33,51166.67,51576.00,1
