协议编号,借据编号,借据金额,借据币种,剩余本金,借据利率,借据期限,期限单位,还款方式,还款顺序,罚息利率,提前还款标志,提前还款费率,展期标志,展期费率,生效日期,到期日期,借据状态,欠款期数,起欠期数,欠还利息,欠还本金,欠还金额
051056558559,100,20000.00,156,20000.00,10.8,6,1,2,0,1.2,0,1.0,0,3.0,2018-04-03,2018-10-03,0,0,0,0.00,0.00,0.00
180556238711,100,17000.00,156,17000.00,8.4,3,1,0,0,0.8,0,3.0,0,3.0,2018-07-11,2018-10-11,0,0,0,0.00,0.00,0.00
440210583267,117,614000.00,156,614000.00,9.6,12,1,1,0,0.8,1,0.0,1,0.0,2018-02-06,2019-02-06,0,0,0,0.00,0.00,0.00
071555341612,113,22000.00,156,22000.00,7.2,18,1,2,0,1.5,0,3.0,0,3.0,2018-02-20,2019-08-20,0,0,0,0.00,0.00,0.00
400020355067,106,28000.00,156,28000.00,8.4,3,1,1,0,0.8,1,0.0,0,5.0,2018-01-07,2018-04-07,0,0,0,0.00,0.00,0.00
040219414388,101,795000.00,156,795000.00,9.6,18,1,0,0,1.5,1,0.0,1,0.0,2018-07-29,2020-01-29,0,0,0,0.00,0.00,0.00
140427363481,107,27000.00,156,27000.00,7.2,18,1,1,0,1.0,0,3.0,1,0.0,2018-01-01,2019-07-01,0,0,0,0.00,0.00,0.00
290507441785,106,229000.00,156,229000.00,8.4,6,1,2,0,0.8,0,3.0,0,3.0,2018-06-17,2018-12-17,0,0,0,0.00,0.00,0.00
420080015315,105,236000.00,156,236000.00,7.2,18,1,0,0,1.5,0,2.0,0,3.0,2018-01-04,2019-07-04,0,0,0,0.00,0.00,0.00
120569226282,109,3637000.00,156,3637000.00,12.0,24,1,2,0,1.0,0,1.0,1,0.0,2018-01-12,2020-01-12,0,0,0,0.00,0.00,0.00
201072458621,116,282000.00,156,282000.00,10.8,24,1,1,0,1.2,1,0.0,0,4.0,2018-07-25,2020-07-25,0,0,0,0.00,0.00,0.00
270734554384,101,1439000.00,156,1439000.00,12.0,18,1,2,0,1.2,0,1.0,1,0.0,2018-04-29,2019-10-29,0,0,0,0.00,0.00,0.00
270346093408,106,821000.00,156,821000.00,8.4,18,1,1,0,1.5,1,0.0,0,5.0,2018-07-18,2020-01-18,0,0,0,0.00,0.00,0.00
040938406932,114,3898000.00,156,3898000.00,10.8,24,1,1,0,0.8,1,0.0,0,4.0,2018-07-19,2020-07-19,0,0,0,0.00,0.00,0.00
191483917558,108,2922000.00,156,2922000.00,7.2,6,1,2,0,0.5,1,0.0,0,4.0,2018-05-22,2018-11-22,0,0,0,0.00,0.00,0.00
040680399740,101,205000.00,156,205000.00,7.2,6,1,0,0,0.8,0,3.0,0,5.0,2018-01-23,2018-07-23,0,0,0,0.00,0.00,0.00
070766977493,100,180000.00,156,180000.00,10.8,24,1,2,0,1.5,0,3.0,1,0.0,2018-07-21,2020-07-21,0,0,0,0.00,0.00,0.00
080706373644,115,23000.00,156,23000.00,8.4,6,1,2,0,1.0,1,0.0,1,0.0,2018-06-28,2018-12-28,0,0,0,0.00,0.00,0.00
061035502816,116,483000.00,156,483000.00,7.2,18,1,2,0,1.5,0,1.0,1,0.0,2018-04-12,2019-10-12,0,0,0,0.00,0.00,0.00
090888810671,106,708000.00,156,708000.00,10.8,12,1,1,0,0.5,0,2.0,0,5.0,2018-05-26,2019-05-26,0,0,0,0.00,0.00,0.00
161794537147,116,949000.00,156,949000.00,8.4,3,1,2,0,0.8,0,2.0,0,5.0,2018-04-20,2018-07-20,0,0,0,0.00,0.00,0.00
191072496936,118,90000.00,156,90000.00,12.0,24,1,0,0,1.0,1,0.0,1,0.0,2018-04-27,2020-04-27,0,0,0,0.00,0.00,0.00
380351510057,113,1363000.00,156,1363000.00,9.6,12,1,0,0,0.8,1,0.0,1,0.0,2018-06-14,2019-06-14,0,0,0,0.00,0.00,0.00
050677040506,106,136000.00,156,136000.00,7.2,24,1,1,0,1.5,0,1.0,1,0.0,2018-01-17,2020-01-17,0,0,0,0.00,0.00,0.00
110226150950,118,37000.00,156,37000.00,7.2,18,1,2,0,0.5,0,1.0,0,4.0,2018-06-23,2019-12-23,0,0,0,0.00,0.00,0.00
181805434279,104,18000.00,156,18000.00,7.2,12,1,2,0,0.8,1,0.0,0,5.0,2018-04-29,2019-04-29,0,0,0,0.00,0.00,0.00
300654546810,101,34000.00,156,34000.00,8.4,18,1,0,0,1.2,0,2.0,0,5.0,2018-04-06,2019-10-06,0,0,0,0.00,0.00,0.00
170581694020,103,29000.00,156,29000.00,7.2,24,1,1,0,1.5,1,0.0,1,0.0,2018-02-24,2020-02-24,0,0,0,0.00,0.00,0.00
210255899892,107,58000.00,156,58000.00,10.8,18,1,2,0,1.0,1,0.0,1,0.0,2018-06-24,2019-12-24,0,0,0,0.00,0.00,0.00
140529634571,108,137000.00,156,137000.00,8.4,18,1,0,0,1.0,1,0.0,0,5.0,2018-07-07,2020-01-07,0,0,0,0.00,0.00,0.00
270839928545,110,14000.00,156,14000.00,7.2,18,1,2,0,1.2,0,1.0,1,0.0,2018-06-23,2019-12-23,0,0,0,0.00,0.00,0.00
340064694193,119,41000.00,156,41000.00,10.8,12,1,0,0,1.0,0,1.0,1,0.0,2018-01-17,2019-01-17,0,0,0,0.00,0.00,0.00
110980332584,103,28000.00,156,28000.00,9.6,6,1,0,0,1.5,0,2.0,0,4.0,2018-02-25,2018-08-25,0,0,0,0.00,0.00,0.00
180921006020,117,107000.00,156,107000.00,10.8,6,1,2,0,0.5,1,0.0,1,0.0,2018-01-12,2018-07-12,0,0,0,0.00,0.00,0.00
080502268509,100,214000.00,156,214000.00,12.0,12,1,1,0,0.5,0,1.0,0,5.0,2018-03-24,2019-03-24,0,0,0,0.00,0.00,0.00
060246639690,114,590000.00,156,590000.00,9.6,24,1,0,0,1.2,1,0.0,0,3.0,2018-07-24,2020-07-24,0,0,0,0.00,0.00,0.00
061009413539,116,17000.00,156,17000.00,9.6,6,1,2,0,1.2,0,1.0,1,0.0,2018-04-06,2018-10-06,0,0,0,0.00,0.00,0.00
110239249444,119,128000.00,156,128000.00,7.2,3,1,2,0,1.0,1,0.0,1,0.0,2018-03-26,2018-06-26,0,0,0,0.00,0.00,0.00
232076694998,116,14000.00,156,14000.00,8.4,12,1,0,0,0.5,0,3.0,1,0.0,2018-05-06,2019-05-06,0,0,0,0.00,0.00,0.00
080317544711,104,1882000.00,156,1882000.00,8.4,3,1,1,0,0.8,0,3.0,0,5.0,2018-03-30,2018-06-30,0,0,0,0.00,0.00,0.00
261073486314,109,50000.00,156,50000.00,9.6,12,1,0,0,1.0,0,2.0,1,0.0,2018-04-28,2019-04-28,0,0,0,0.00,0.00,0.00
251665182026,112,1976000.00,156,1976000.00,9.6,12,1,1,0,1.2,0,1.0,0,3.0,2018-05-08,2019-05-08,0,0,0,0.00,0.00,0.00
300602679197,119,626000.00,156,626000.00,8.4,6,1,2,0,1.2,0,1.0,1,0.0,2018-03-17,2018-09-17,0,0,0,0.00,0.00,0.00
201855347769,108,621000.00,156,621000.00,10.8,3,1,1,0,1.5,1,0.0,1,0.0,2018-04-14,2018-07-14,0,0,0,0.00,0.00,0.00
070456806294,112,1157000.00,156,1157000.00,9.6,18,1,2,0,0.5,0,3.0,0,4.0,2018-01-11,2019-07-11,0,0,0,0.00,0.00,0.00
161208248297,108,103000.00,156,103000.00,10.8,12,1,0,0,1.0,1,0.0,1,0.0,2018-03-14,2019-03-14,0,0,0,0.00,0.00,0.00
120350219466,115,33000.00,156,33000.00,10.8,12,1,1,0,1.0,1,0.0,0,4.0,2018-06-29,2019-06-29,0,0,0,0.00,0.00,0.00
210331787711,105,2456000.00,156,2456000.00,7.2,24,1,1,0,0.8,1,0.0,0,5.0,2018-04-04,2020-04-04,0,0,0,0.00,0.00,0.00
220130027347,113,28000.00,156,28000.00,8.4,24,1,0,0,0.8,1,0.0,0,4.0,2018-04-09,2020-04-09,0,0,0,0.00,0.00,0.00
140934058182,113,539000.00,156,539000.00,9.6,24,1,0,0,0.8,0,1.0,0,4.0,2018-03-24,2020-03-24,0,0,0,0.00,0.00,0.00
160692643525,105,3000.00,156,3000.00,10.8,24,1,0,0,0.8,0,3.0,0,3.0,2018-02-14,2020-02-14,0,0,0,0.00,0.00,0.00
251182967673,114,86000.00,156,86000.00,12.0,18,1,0,0,1.5,0,2.0,0,4.0,2018-02-16,2019-08-16,0,0,0,0.00,0.00,0.00
180782877154,109,527000.00,156,527000.00,12.0,24,1,1,0,1.5,1,0.0,0,3.0,2018-03-22,2020-03-22,0,0,0,0.00,0.00,0.00
061130194699,105,816000.00,156,816000.00,7.2,6,1,0,0,1.0,0,1.0,0,4.0,2018-05-08,2018-11-08,0,0,0,0.00,0.00,0.00
131119649110,115,289000.00,156,289000.00,9.6,12,1,0,0,1.0,0,2.0,0,4.0,2018-04-18,2019-04-18,0,0,0,0.00,0.00,0.00
181230533792,109,290000.00,156,290000.00,8.4,12,1,1,0,1.0,0,3.0,1,0.0,2018-02-04,2019-02-04,0,0,0,0.00,0.00,0.00
390183122060,118,2195000.00,156,2195000.00,8.4,24,1,2,0,0.5,0,3.0,1,0.0,2018-02-25,2020-02-25,0,0,0,0.00,0.00,0.00
171254052899,106,35000.00,156,35000.00,12.0,3,1,1,0,1.2,1,0.0,0,3.0,2018-06-22,2018-09-22,0,0,0,0.00,0.00,0.00
150649861409,110,7000.00,156,7000.00,8.4,18,1,0,0,0.5,0,2.0,0,3.0,2018-03-23,2019-09-23,0,0,0,0.00,0.00,0.00
231615911000,109,990000.00,156,990000.00,7.2,24,1,2,0,1.0,0,2.0,0,5.0,2018-06-13,2020-06-13,0,0,0,0.00,0.00,0.00
300522274162,105,593000.00,156,593000.00,9.6,12,1,2,0,0.5,0,1.0,0,4.0,2018-06-30,2019-06-30,0,0,0,0.00,0.00,0.00
071007192260,115,210000.00,156,210000.00,12.0,12,1,1,0,1.0,0,3.0,1,0.0,2018-06-18,2019-06-18,0,0,0,0.00,0.00,0.00
181397389977,103,85000.00,156,85000.00,10.8,18,1,1,0,1.2,0,1.0,0,3.0,2018-07-22,2020-01-22,0,0,0,0.00,0.00,0.00
090275470410,111,978000.00,156,978000.00,7.2,24,1,2,0,0.8,1,0.0,0,3.0,2018-04-05,2020-04-05,0,0,0,0.00,0.00,0.00
131084295376,100,49000.00,156,49000.00,12.0,12,1,2,0,1.0,1,0.0,0,4.0,2018-03-26,2019-03-26,0,0,0,0.00,0.00,0.00
160803930847,109,85000.00,156,85000.00,9.6,24,1,0,0,0.8,0,1.0,1,0.0,2018-07-21,2020-07-21,0,0,0,0.00,0.00,0.00
270696926644,108,502000.00,156,502000.00,12.0,12,1,1,0,0.8,0,2.0,1,0.0,2018-02-12,2019-02-12,0,0,0,0.00,0.00,0.00
171793934857,103,3864000.00,156,3864000.00,7.2,12,1,2,0,1.0,0,2.0,0,4.0,2018-02-13,2019-02-13,0,0,0,0.00,0.00,0.00
160908644680,101,4426000.00,156,4426000.00,10.8,3,1,0,0,1.5,1,0.0,1,0.0,2018-01-12,2018-04-12,0,0,0,0.00,0.00,0.00
131084875654,116,60000.00,156,60000.00,12.0,18,1,0,0,0.5,0,1.0,1,0.0,2018-02-04,2019-08-04,0,0,0,0.00,0.00,0.00
040487650694,105,27000.00,156,27000.00,10.8,6,1,1,0,1.0,0,3.0,0,5.0,2018-07-06,2019-01-06,0,0,0,0.00,0.00,0.00
181493547620,106,3957000.00,156,3957000.00,10.8,3,1,1,0,1.5,0,1.0,0,4.0,2018-07-10,2018-10-10,0,0,0,0.00,0.00,0.00
050852863005,111,82000.00,156,82000.00,12.0,18,1,2,0,1.5,1,0.0,1,0.0,2018-03-01,2019-09-01,0,0,0,0.00,0.00,0.00
190854906298,101,2174000.00,156,2174000.00,12.0,6,1,1,0,0.5,1,0.0,1,0.0,2018-03-26,2018-09-26,0,0,0,0.00,0.00,0.00
071313453416,109,186000.00,156,186000.00,9.6,6,1,1,0,1.5,1,0.0,0,5.0,2018-04-23,2018-10-23,0,0,0,0.00,0.00,0.00
110358378338,116,247000.00,156,247000.00,7.2,6,1,0,0,1.2,1,0.0,0,5.0,2018-04-14,2018-10-14,0,0,0,0.00,0.00,0.00
131661925692,108,565000.00,156,565000.00,12.0,24,1,1,0,1.0,1,0.0,0,5.0,2018-01-28,2020-01-28,0,0,0,0.00,0.00,0.00
200430920438,104,1501000.00,156,1501000.00,7.2,6,1,2,0,1.0,0,3.0,1,0.0,2018-01-16,2018-07-16,0,0,0,0.00,0.00,0.00
131129672864,107,80000.00,156,80000.00,8.4,6,1,1,0,0.5,0,3.0,0,5.0,2018-04-01,2018-10-01,0,0,0,0.00,0.00,0.00
231888889684,102,17000.00,156,17000.00,12.0,18,1,0,0,1.0,1,0.0,1,0.0,2018-03-09,2019-09-09,0,0,0,0.00,0.00,0.00
251710564287,100,1000.00,156,1000.00,12.0,24,1,2,0,1.2,0,3.0,0,4.0,2018-05-21,2020-05-21,0,0,0,0.00,0.00,0.00
071387419881,109,271000.00,156,271000.00,8.4,24,1,1,0,0.8,0,1.0,1,0.0,2018-04-02,2020-04-02,0,0,0,0.00,0.00,0.00
230980039000,111,986000.00,156,986000.00,9.6,24,1,1,0,1.5,1,0.0,0,5.0,2018-06-26,2020-06-26,0,0,0,0.00,0.00,0.00
160969396741,112,7000.00,156,7000.00,10.8,3,1,0,0,1.5,0,2.0,1,0.0,2018-02-26,2018-05-26,0,0,0,0.00,0.00,0.00
260872257833,117,983000.00,156,983000.00,8.4,12,1,2,0,0.8,1,0.0,1,0.0,2018-04-28,2019-04-28,0,0,0,0.00,0.00,0.00
060294591178,118,82000.00,156,82000.00,7.2,12,1,2,0,0.5,0,1.0,0,5.0,2018-05-30,2019-05-30,0,0,0,0.00,0.00,0.00
201532460492,108,265000.00,156,265000.00,10.8,24,1,1,0,0.5,1,0.0,0,4.0,2018-03-05,2020-03-05,0,0,0,0.00,0.00,0.00
070972964442,110,731000.00,156,731000.00,7.2,3,1,0,0,1.0,0,3.0,0,5.0,2018-05-25,2018-08-25,0,0,0,0.00,0.00,0.00
170751037974,104,599000.00,156,599000.00,7.2,3,1,2,0,0.5,1,0.0,0,5.0,2018-01-01,2018-04-01,0,0,0,0.00,0.00,0.00
200372833822,112,1547000.00,156,1547000.00,10.8,3,1,0,0,1.5,0,3.0,0,4.0,2018-01-08,2018-04-08,0,0,0,0.00,0.00,0.00
260932117013,111,42000.00,156,42000.00,9.6,6,1,2,0,0.5,0,3.0,0,4.0,2018-04-21,2018-10-21,0,0,0,0.00,0.00,0.00
180443242923,119,889000.00,156,889000.00,7.2,6,1,0,0,0.8,1,0.0,0,5.0,2018-01-21,2018-07-21,0,0,0,0.00,0.00,0.00
230407689472,117,136000.00,156,136000.00,8.4,24,1,0,0,1.2,0,1.0,0,4.0,2018-01-18,2020-01-18,0,0,0,0.00,0.00,0.00
050323480642,112,2917000.00,156,2917000.00,8.4,6,1,1,0,0.5,1,0.0,1,0.0,2018-03-01,2018-09-01,0,0,0,0.00,0.00,0.00
061221931108,104,246000.00,156,246000.00,8.4,3,1,2,0,1.0,0,1.0,0,5.0,2018-05-10,2018-08-10,0,0,0,0.00,0.00,0.00
170597125937,101,500000.00,156,500000.00,12.0,3,1,0,0,1.5,1,0.0,1,0.0,2018-06-08,2018-09-08,0,0,0,0.00,0.00,0.00
231750636252,102,167000.00,156,167000.00,7.2,18,1,1,0,0.8,0,1.0,1,0.0,2018-01-05,2019-07-05,0,0,0,0.00,0.00,0.00
260974622404,103,4053000.00,156,4053000.00,7.2,12,1,0,0,0.5,0,2.0,0,3.0,2018-03-26,2019-03-26,0,0,0,0.00,0.00,0.00
161175524286,119,28000.00,156,28000.00,9.6,3,1,0,0,1.0,1,0.0,1,0.0,2018-02-26,2018-05-26,0,0,0,0.00,0.00,0.00
140234010415,110,17000.00,156,17000.00,9.6,3,1,1,0,0.5,1,0.0,1,0.0,2018-06-28,2018-09-28,0,0,0,0.00,0.00,0.00
171861840417,108,637000.00,156,637000.00,10.8,12,1,0,0,1.0,1,0.0,0,5.0,2018-03-31,2019-03-31,0,0,0,0.00,0.00,0.00
130913660810,113,13000.00,156,13000.00,10.8,24,1,1,0,1.5,0,1.0,1,0.0,2018-07-08,2020-07-08,0,0,0,0.00,0.00,0.00
100140690290,103,161000.00,156,161000.00,9.6,12,1,0,0,1.2,0,1.0,0,4.0,2018-02-20,2019-02-20,0,0,0,0.00,0.00,0.00
120789732808,108,166000.00,156,166000.00,10.8,18,1,1,0,1.2,0,2.0,1,0.0,2018-05-05,2019-11-05,0,0,0,0.00,0.00,0.00
261035538032,105,75000.00,156,75000.00,7.2,3,1,2,0,1.5,1,0.0,1,0.0,2018-01-09,2018-04-09,0,0,0,0.00,0.00,0.00
260953373499,115,118000.00,156,118000.00,8.4,12,1,2,0,0.8,0,2.0,0,3.0,2018-05-12,2019-05-12,0,0,0,0.00,0.00,0.00
130940769218,102,964000.00,156,964000.00,10.8,18,1,1,0,0.8,0,2.0,1,0.0,2018-05-31,2019-11-30,0,0,0,0.00,0.00,0.00
050477864289,113,1165000.00,156,1165000.00,9.6,12,1,0,0,1.0,1,0.0,0,3.0,2018-06-29,2019-06-29,0,0,0,0.00,0.00,0.00
420081331207,102,1592000.00,156,1592000.00,10.8,6,1,0,0,1.0,1,0.0,0,5.0,2018-07-24,2019-01-24,0,0,0,0.00,0.00,0.00
090238655090,106,1891000.00,156,1891000.00,7.2,24,1,2,0,0.8,0,3.0,0,5.0,2018-03-26,2020-03-26,0,0,0,0.00,0.00,0.00
170829494815,115,235000.00,156,235000.00,8.4,12,1,0,0,0.5,0,2.0,1,0.0,2018-02-08,2019-02-08,0,0,0,0.00,0.00,0.00
181049558038,100,361000.00,156,361000.00,9.6,3,1,0,0,0.8,0,2.0,0,3.0,2018-07-25,2018-10-25,0,0,0,0.00,0.00,0.00
270939984198,119,388000.00,156,388000.00,7.2,6,1,1,0,1.5,0,1.0,0,5.0,2018-07-05,2019-01-05,0,0,0,0.00,0.00,0.00
191235593315,102,39000.00,156,39000.00,8.4,18,1,0,0,0.5,1,0.0,1,0.0,2018-04-23,2019-10-23,0,0,0,0.00,0.00,0.00
190326783917,100,4214000.00,156,4214000.00,12.0,12,1,1,0,1.5,1,0.0,1,0.0,2018-03-18,2019-03-18,0,0,0,0.00,0.00,0.00
160635763734,118,323000.00,156,323000.00,9.6,18,1,0,0,0.5,0,3.0,0,4.0,2018-04-04,2019-10-04,0,0,0,0.00,0.00,0.00
200775884852,107,834000.00,156,834000.00,12.0,18,1,2,0,1.2,1,0.0,1,0.0,2018-01-09,2019-07-09,0,0,0,0.00,0.00,0.00
080372762885,102,313000.00,156,313000.00,7.2,24,1,0,0,1.0,1,0.0,0,5.0,2018-07-28,2020-07-28,0,0,0,0.00,0.00,0.00
040390670505,114,26000.00,156,26000.00,8.4,12,1,2,0,1.2,0,2.0,0,3.0,2018-06-15,2019-06-15,0,0,0,0.00,0.00,0.00
181431484244,104,37000.00,156,37000.00,8.4,12,1,1,0,1.5,1,0.0,0,5.0,2018-04-06,2019-04-06,0,0,0,0.00,0.00,0.00
040712607757,108,1380000.00,156,1380000.00,9.6,24,1,0,0,1.5,1,0.0,0,4.0,2018-03-29,2020-03-29,0,0,0,0.00,0.00,0.00
060304205988,119,1000.00,156,1000.00,9.6,3,1,0,0,0.8,1,0.0,0,3.0,2018-05-31,2018-08-31,0,0,0,0.00,0.00,0.00
050496455954,114,200000.00,156,200000.00,8.4,12,1,1,0,0.5,0,1.0,0,3.0,2018-02-03,2019-02-03,0,0,0,0.00,0.00,0.00
190529996645,113,54000.00,156,54000.00,7.2,24,1,1,0,1.5,1,0.0,0,3.0,2018-05-22,2020-05-22,0,0,0,0.00,0.00,0.00
061069187049,103,226000.00,156,226000.00,9.6,3,1,0,0,1.0,0,2.0,0,3.0,2018-05-31,2018-08-31,0,0,0,0.00,0.00,0.00
211005669665,114,101000.00,156,101000.00,7.2,24,1,0,0,0.8,0,1.0,1,0.0,2018-05-03,2020-05-03,0,0,0,0.00,0.00,0.00
160563265371,107,179000.00,156,179000.00,8.4,6,1,0,0,0.5,0,1.0,0,5.0,2018-02-09,2018-08-09,0,0,0,0.00,0.00,0.00
090570394200,115,1369000.00,156,1369000.00,12.0,18,1,0,0,1.5,0,3.0,0,4.0,2018-04-07,2019-10-07,0,0,0,0.00,0.00,0.00
051091375423,105,123000.00,156,123000.00,10.8,6,1,2,0,1.2,1,0.0,0,3.0,2018-04-25,2018-10-25,0,0,0,0.00,0.00,0.00
191135722799,111,90000.00,156,90000.00,10.8,6,1,2,0,1.0,0,2.0,1,0.0,2018-06-30,2018-12-30,0,0,0,0.00,0.00,0.00
050828650996,101,37000.00,156,37000.00,12.0,18,1,2,0,0.5,1,0.0,0,4.0,2018-01-09,2019-07-09,0,0,0,0.00,0.00,0.00
450014890099,113,12000.00,156,12000.00,7.2,6,1,1,0,1.2,0,1.0,0,3.0,2018-02-20,2018-08-20,0,0,0,0.00,0.00,0.00
251092077606,116,15000.00,156,15000.00,12.0,24,1,0,0,1.5,0,2.0,1,0.0,2018-01-21,2020-01-21,0,0,0,0.00,0.00,0.00
191331780801,108,108000.00,156,108000.00,9.6,18,1,2,0,1.2,0,2.0,1,0.0,2018-03-27,2019-09-27,0,0,0,0.00,0.00,0.00
470080543074,103,13000.00,156,13000.00,9.6,6,1,1,0,1.2,0,3.0,1,0.0,2018-05-31,2018-11-30,0,0,0,0.00,0.00,0.00
230684051645,113,764000.00,156,764000.00,12.0,18,1,0,0,0.5,1,0.0,1,0.0,2018-04-25,2019-10-25,0,0,0,0.00,0.00,0.00
260460984287,116,173000.00,156,173000.00,9.6,3,1,1,0,1.5,0,2.0,0,3.0,2018-03-28,2018-06-28,0,0,0,0.00,0.00,0.00
050710239872,113,21000.00,156,21000.00,10.8,18,1,2,0,0.5,0,2.0,0,4.0,2018-04-02,2019-10-02,0,0,0,0.00,0.00,0.00
170609714737,118,179000.00,156,179000.00,12.0,18,1,1,0,1.0,0,1.0,1,0.0,2018-05-01,2019-11-01,0,0,0,0.00,0.00,0.00
060536655695,112,612000.00,156,612000.00,7.2,12,1,1,0,1.0,1,0.0,1,0.0,2018-03-01,2019-03-01,0,0,0,0.00,0.00,0.00
170786222118,113,412000.00,156,412000.00,10.8,12,1,2,0,0.8,0,3.0,0,3.0,2018-07-31,2019-07-31,0,0,0,0.00,0.00,0.00
170331786477,113,49000.00,156,49000.00,10.8,3,1,1,0,1.5,1,0.0,0,4.0,2018-06-08,2018-09-08,0,0,0,0.00,0.00,0.00
151251247606,118,19000.00,156,19000.00,10.8,12,1,0,0,0.5,1,0.0,0,4.0,2018-01-30,2019-01-30,0,0,0,0.00,0.00,0.00
110909154371,102,2954000.00,156,2954000.00,10.8,3,1,1,0,1.5,1,0.0,1,0.0,2018-04-10,2018-07-10,0,0,0,0.00,0.00,0.00
250974668644,112,1000.00,156,1000.00,7.2,18,1,0,0,1.0,1,0.0,0,5.0,2018-01-30,2019-07-30,0,0,0,0.00,0.00,0.00
161365871080,119,4922000.00,156,4922000.00,9.6,12,1,1,0,1.0,1,0.0,0,3.0,2018-02-18,2019-02-18,0,0,0,0.00,0.00,0.00
051040596630,107,737000.00,156,737000.00,7.2,3,1,0,0,0.8,0,1.0,1,0.0,2018-01-31,2018-04-30,0,0,0,0.00,0.00,0.00
041255081334,109,25000.00,156,25000.00,7.2,24,1,2,0,1.2,0,3.0,1,0.0,2018-06-26,2020-06-26,0,0,0,0.00,0.00,0.00
140494911196,111,1145000.00,156,1145000.00,7.2,6,1,0,0,1.0,1,0.0,0,4.0,2018-02-26,2018-08-26,0,0,0,0.00,0.00,0.00
160774723697,112,650000.00,156,650000.00,10.8,24,1,2,0,0.5,1,0.0,0,4.0,2018-05-12,2020-05-12,0,0,0,0.00,0.00,0.00
190273454841,107,20000.00,156,20000.00,10.8,24,1,0,0,1.5,1,0.0,1,0.0,2018-04-07,2020-04-07,0,0,0,0.00,0.00,0.00
380314223951,108,839000.00,156,839000.00,7.2,6,1,2,0,1.0,0,1.0,0,3.0,2018-05-31,2018-11-30,0,0,0,0.00,0.00,0.00
251026268212,110,1823000.00,156,1823000.00,10.8,3,1,1,0,0.5,1,0.0,1,0.0,2018-03-20,2018-06-20,0,0,0,0.00,0.00,0.00
140434690011,116,642000.00,156,642000.00,12.0,6,1,0,0,0.8,1,0.0,1,0.0,2018-04-17,2018-10-17,0,0,0,0.00,0.00,0.00
300361357603,110,37000.00,156,37000.00,7.2,3,1,2,0,1.5,1,0.0,1,0.0,2018-07-29,2018-10-29,0,0,0,0.00,0.00,0.00
140542713443,104,73000.00,156,73000.00,9.6,18,1,0,0,1.0,0,2.0,0,4.0,2018-04-09,2019-10-09,0,0,0,0.00,0.00,0.00
130275254385,112,375000.00,156,375000.00,9.6,18,1,2,0,1.2,0,3.0,0,5.0,2018-01-23,2019-07-23,0,0,0,0.00,0.00,0.00
231388845596,118,14000.00,156,14000.00,7.2,6,1,2,0,0.8,0,1.0,0,5.0,2018-02-11,2018-08-11,0,0,0,0.00,0.00,0.00
111554930936,104,188000.00,156,188000.00,7.2,18,1,2,0,1.0,0,3.0,1,0.0,2018-07-14,2020-01-14,0,0,0,0.00,0.00,0.00
120410326485,105,76000.00,156,76000.00,8.4,3,1,2,0,1.0,1,0.0,0,4.0,2018-07-14,2018-10-14,0,0,0,0.00,0.00,0.00
131522862025,109,504000.00,156,504000.00,9.6,3,1,1,0,1.0,1,0.0,0,5.0,2018-02-24,2018-05-24,0,0,0,0.00,0.00,0.00
130804498478,103,1011000.00,156,1011000.00,12.0,24,1,0,0,0.5,0,3.0,0,5.0,2018-02-27,2020-02-27,0,0,0,0.00,0.00,0.00
160781806572,120,29000.00,156,29000.00,9.6,3,1,0,0,1.2,0,3.0,0,5.0,2018-05-29,2018-08-29,0,0,0,0.00,0.00,0.00
300915730951,102,3729000.00,156,3729000.00,9.6,3,1,0,0,1.5,0,1.0,1,0.0,2018-07-26,2018-10-26,0,0,0,0.00,0.00,0.00
091301602386,111,17000.00,156,17000.00,9.6,18,1,1,0,1.5,1,0.0,1,0.0,2018-06-24,2019-12-24,0,0,0,0.00,0.00,0.00
080302880984,100,2741000.00,156,2741000.00,8.4,18,1,2,0,1.2,0,3.0,1,0.0,2018-06-01,2019-12-01,0,0,0,0.00,0.00,0.00
300937173517,118,528000.00,156,528000.00,8.4,6,1,0,0,1.2,0,3.0,1,0.0,2018-01-03,2018-07-03,0,0,0,0.00,0.00,0.00
061226788753,100,2233000.00,156,2233000.00,12.0,12,1,2,0,1.2,0,1.0,1,0.0,2018-01-31,2019-01-31,0,0,0,0.00,0.00,0.00
110860760391,118,329000.00,156,329000.00,9.6,12,1,0,0,0.5,1,0.0,0,4.0,2018-06-09,2019-06-09,0,0,0,0.00,0.00,0.00
071032176553,107,424000.00,156,424000.00,7.2,3,1,2,0,1.0,0,1.0,1,0.0,2018-07-23,2018-10-23,0,0,0,0.00,0.00,0.00
200763503332,104,24000.00,156,24000.00,10.8,3,1,0,0,1.5,0,2.0,1,0.0,2018-04-02,2018-07-02,0,0,0,0.00,0.00,0.00
251876230203,107,258000.00,156,258000.00,8.4,24,1,1,0,0.8,1,0.0,1,0.0,2018-02-16,2020-02-16,0,0,0,0.00,0.00,0.00
301239810373,113,276000.00,156,276000.00,10.8,12,1,0,0,0.8,1,0.0,0,4.0,2018-07-23,2019-07-23,0,0,0,0.00,0.00,0.00
251389086695,106,13000.00,156,13000.00,7.2,3,1,1,0,1.0,1,0.0,0,3.0,2018-07-13,2018-10-13,0,0,0,0.00,0.00,0.00
